tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,bike_route_order
354,47:48.6,53:42.9,418,Front St & Gold St,40.70224,-73.982578,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,42023,Subscriber,1967,1,22
293,29:01.3,33:54.6,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,42023,Subscriber,1983,1,23
298,58:33.3,03:31.3,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,3232,Bond St & Fulton St,40.68962189,-73.98304269,42023,Subscriber,1983,1,24
415,13:03.5,19:58.9,3232,Bond St & Fulton St,40.68962189,-73.98304269,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,42023,Subscriber,1984,1,25
562,55:24.0,04:46.9,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,3249,Verona Pl & Fulton St,40.68035608,-73.9476791,42023,Subscriber,1988,2,26
381,52:15.9,58:37.2,3249,Verona Pl & Fulton St,40.68035608,-73.9476791,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,42023,Subscriber,1977,1,27
644,24:53.7,35:38.4,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,42023,Subscriber,1989,1,28
570,31:54.1,41:24.3,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,3762,3 Ave & Carroll St,40.677027,-73.9865,42023,Subscriber,1968,1,29
315,06:11.8,11:27.0,3762,3 Ave & Carroll St,40.677027,-73.9865,3324,3 Ave & 14 St,40.6685455,-73.99333264,42023,Subscriber,1968,1,30
669,41:53.2,53:03.0,3324,3 Ave & 14 St,40.6685455,-73.99333264,3337,Dwight St & Van Dyke St,40.67363551,-74.01195556,42023,Subscriber,1971,1,31
394,59:10.2,05:45.2,3337,Dwight St & Van Dyke St,40.67363551,-74.01195556,3398,Smith St & 9 St,40.67469570000001,-73.99785768,42023,Subscriber,1978,1,32
621,06:07.5,16:29.0,3398,Smith St & 9 St,40.67469570000001,-73.99785768,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,42023,Subscriber,1980,1,33
313,02:52.3,08:05.7,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,42023,Subscriber,1973,1,34
2140,31:19.5,06:59.9,3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611,483,E 12 St & 3 Ave,40.73223272,-73.98889957,42023,Subscriber,1983,1,35
164,16:53.2,19:38.1,483,E 12 St & 3 Ave,40.73223272,-73.98889957,293,Lafayette St & E 8 St,40.73020661,-73.99102628,42023,Subscriber,1969,1,36
1180,38:36.4,58:16.5,293,Lafayette St & E 8 St,40.73020661,-73.99102628,427,Bus Slip & State St,40.701907,-74.013942,42023,Subscriber,1976,1,37
171,59:28.5,02:20.1,427,Bus Slip & State St,40.701907,-74.013942,315,South St & Gouverneur Ln,40.70355377,-74.00670227,42023,Subscriber,1982,1,38
835,29:49.7,43:45.4,315,South St & Gouverneur Ln,40.70355377,-74.00670227,341,Stanton St & Mangin St,40.71782143,-73.97628939,42023,Subscriber,1992,1,39
690,24:48.3,36:18.5,341,Stanton St & Mangin St,40.71782143,-73.97628939,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,42023,Subscriber,1980,1,40
711,13:35.0,25:26.1,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,42023,Customer,1969,0,41
854,07:31.8,21:46.1,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,3467,W Broadway & Spring St,40.72494672,-74.00165856,42023,Customer,1990,1,42
467,33:45.2,41:32.3,3467,W Broadway & Spring St,40.72494672,-74.00165856,319,Fulton St & Broadway,40.711065999999995,-74.009447,42023,Subscriber,1998,1,43
2115,42:24.9,17:40.0,319,Fulton St & Broadway,40.711065999999995,-74.009447,2008,Little West St & 1 Pl,40.70569254,-74.01677685,42023,Subscriber,1992,2,44
468,39:28.5,47:16.8,2008,Little West St & 1 Pl,40.70569254,-74.01677685,195,Liberty St & Broadway,40.70905623,-74.01043382,42023,Subscriber,1992,2,45
976,25:23.8,41:39.9,195,Liberty St & Broadway,40.70905623,-74.01043382,3905,4 Ave & E 12 St,40.732647,-73.99011,42023,Subscriber,1989,1,46
593,46:27.8,56:21.8,3905,4 Ave & E 12 St,40.732647,-73.99011,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,42023,Customer,1996,1,47
634,21:55.5,32:29.6,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,483,E 12 St & 3 Ave,40.73223272,-73.98889957,42023,Subscriber,1999,1,48
596,45:10.2,55:07.2,483,E 12 St & 3 Ave,40.73223272,-73.98889957,394,E 9 St & Avenue C,40.72521311,-73.97768752,42023,Subscriber,1986,2,49
1121,14:36.5,33:18.5,394,E 9 St & Avenue C,40.72521311,-73.97768752,351,Front St & Maiden Ln,40.70530954,-74.00612572,42023,Customer,1979,1,50
1550,45:39.4,11:30.1,351,Front St & Maiden Ln,40.70530954,-74.00612572,507,E 25 St & 2 Ave,40.73912601,-73.97973776,42023,Customer,1995,1,51
2481,24:13.3,05:34.5,507,E 25 St & 2 Ave,40.73912601,-73.97973776,432,E 7 St & Avenue A,40.72621788,-73.98379855,42023,Subscriber,1974,0,52
327,10:21.1,15:48.9,432,E 7 St & Avenue A,40.72621788,-73.98379855,403,E 2 St & 2 Ave,40.72502876,-73.99069656,42023,Customer,1988,1,53
1295,23:13.3,44:48.9,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,42023,Subscriber,1959,2,54
619,08:06.7,18:26.3,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,3158,W 63 St & Broadway,40.77163851,-73.98261428,42023,Subscriber,2000,2,55
1788,36:44.0,06:32.8,3158,W 63 St & Broadway,40.77163851,-73.98261428,3810,Central Park West & W 82 St,40.782593,-73.971211,42023,Subscriber,1976,2,56
361,09:18.8,15:20.3,3810,Central Park West & W 82 St,40.782593,-73.971211,3165,Central Park West & W 72 St,40.77579377,-73.97620574,42023,Subscriber,1976,2,57
1950,26:54.9,59:25.0,3165,Central Park West & W 72 St,40.77579377,-73.97620574,499,Broadway & W 60 St,40.76915505,-73.98191841,42023,Subscriber,1976,2,58
1353,07:31.0,30:04.1,499,Broadway & W 60 St,40.76915505,-73.98191841,3137,5 Ave & E 73 St,40.77282817,-73.96685276,42023,Customer,1996,2,59
1392,49:56.9,13:09.2,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,42023,Customer,1995,1,60
1873,25:40.7,56:54.5,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,423,W 54 St & 9 Ave,40.76584941,-73.98690506,42023,Customer,1969,0,61
518,19:40.2,28:18.7,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,42023,Subscriber,1993,1,62
264,01:01.4,05:26.1,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,499,Broadway & W 60 St,40.76915505,-73.98191841,42023,Subscriber,1970,1,63
426,40:24.6,47:31.2,499,Broadway & W 60 St,40.76915505,-73.98191841,495,W 47 St & 10 Ave,40.76269882,-73.99301222,42023,Subscriber,1975,1,64
180,03:59.4,06:59.5,495,W 47 St & 10 Ave,40.76269882,-73.99301222,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,42023,Subscriber,1982,1,65
416,08:57.7,15:53.7,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,480,W 53 St & 10 Ave,40.76669671,-73.99061728,42023,Subscriber,1970,1,66
532,23:24.2,32:16.5,480,W 53 St & 10 Ave,40.76669671,-73.99061728,519,Pershing Square North,40.751872999999996,-73.97770600000001,42023,Subscriber,1990,1,67
421,38:24.3,45:25.5,519,Pershing Square North,40.751872999999996,-73.97770600000001,546,E 30 St & Park Ave S,40.74444921,-73.98303529,42023,Subscriber,1974,1,68
336,34:16.3,39:52.4,546,E 30 St & Park Ave S,40.74444921,-73.98303529,536,1 Ave & E 30 St,40.74144387,-73.97536082,42023,Subscriber,1970,1,69
285,44:53.4,49:38.6,536,1 Ave & E 30 St,40.74144387,-73.97536082,461,E 20 St & 2 Ave,40.73587678,-73.98205027,42023,Subscriber,1993,1,70
427,53:29.0,00:36.0,461,E 20 St & 2 Ave,40.73587678,-73.98205027,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,42023,Subscriber,1995,1,71
845,14:58.9,29:04.3,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,42023,Subscriber,1948,1,72
1187,15:49.0,35:36.8,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,42023,Subscriber,1973,1,73
812,44:20.4,57:52.8,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,42023,Subscriber,1994,1,74
159,45:17.2,47:56.7,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,3141,1 Ave & E 68 St,40.76500525,-73.95818491,42023,Customer,1990,1,75
1224,31:23.5,51:48.2,3141,1 Ave & E 68 St,40.76500525,-73.95818491,494,W 26 St & 8 Ave,40.74734825,-73.99723551,42023,Subscriber,1978,1,76
363,39:50.5,45:53.8,494,W 26 St & 8 Ave,40.74734825,-73.99723551,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,42023,Subscriber,1985,1,77
858,34:35.7,48:54.6,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,461,E 20 St & 2 Ave,40.73587678,-73.98205027,42023,Subscriber,1991,1,78
357,01:28.4,07:25.8,461,E 20 St & 2 Ave,40.73587678,-73.98205027,491,E 24 St & Park Ave S,40.74096374,-73.98602213,42023,Subscriber,1991,1,79
240,18:51.6,22:51.8,491,E 24 St & Park Ave S,40.74096374,-73.98602213,325,E 19 St & 3 Ave,40.73624527,-73.98473765,42023,Subscriber,1977,2,80
938,25:34.6,41:13.5,325,E 19 St & 3 Ave,40.73624527,-73.98473765,3815,E 51 St & 2 Ave,40.755293,-73.967641,42023,Subscriber,1985,2,81
623,01:10.9,11:34.0,3815,E 51 St & 2 Ave,40.755293,-73.967641,450,W 49 St & 8 Ave,40.76227205,-73.98788205,42023,Subscriber,1991,1,82
216,12:54.9,16:31.3,450,W 49 St & 8 Ave,40.76227205,-73.98788205,72,W 52 St & 11 Ave,40.76727216,-73.99392888,42023,Subscriber,1992,1,83
620,18:17.7,28:38.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,42023,Subscriber,1990,1,84
786,31:28.3,44:35.1,490,8 Ave & W 33 St,40.751551,-73.993934,3708,W 13 St & 5 Ave,40.735445,-73.99431,42023,Subscriber,1996,1,85
670,53:53.2,05:03.4,3708,W 13 St & 5 Ave,40.735445,-73.99431,127,Barrow St & Hudson St,40.73172428,-74.00674436,42023,Subscriber,1983,1,86
288,14:12.3,19:00.5,127,Barrow St & Hudson St,40.73172428,-74.00674436,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,42023,Subscriber,1981,1,87
291,12:08.5,17:00.3,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,435,W 21 St & 6 Ave,40.74173969,-73.99415556,42023,Subscriber,1942,2,88
410,20:12.0,27:02.8,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,42023,Subscriber,1971,1,89
294,26:31.2,31:25.4,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,435,W 21 St & 6 Ave,40.74173969,-73.99415556,42023,Subscriber,1987,1,90
173,53:52.6,56:46.3,435,W 21 St & 6 Ave,40.74173969,-73.99415556,491,E 24 St & Park Ave S,40.74096374,-73.98602213,42023,Subscriber,1972,0,91
904,59:37.5,14:42.5,491,E 24 St & Park Ave S,40.74096374,-73.98602213,317,E 6 St & Avenue B,40.72453734,-73.98185424,42023,Subscriber,1986,1,92
855,47:39.1,01:54.6,317,E 6 St & Avenue B,40.72453734,-73.98185424,497,E 17 St & Broadway,40.73704984,-73.99009296,42023,Subscriber,1976,1,93
319,15:46.9,21:06.9,497,E 17 St & Broadway,40.73704984,-73.99009296,482,W 15 St & 7 Ave,40.73935542,-73.99931783,42023,Subscriber,1986,1,94
320,00:49.9,06:10.1,482,W 15 St & 7 Ave,40.73935542,-73.99931783,127,Barrow St & Hudson St,40.73172428,-74.00674436,42023,Subscriber,1980,1,95
702,13:20.4,25:03.2,127,Barrow St & Hudson St,40.73172428,-74.00674436,446,W 24 St & 7 Ave,40.74487634,-73.99529885,42023,Subscriber,1975,1,96
643,46:36.0,57:19.2,446,W 24 St & 7 Ave,40.74487634,-73.99529885,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,42023,Subscriber,1977,1,97
407,36:58.9,43:46.6,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,450,W 49 St & 8 Ave,40.76227205,-73.98788205,42023,Subscriber,1988,1,98
848,44:59.9,59:08.3,450,W 49 St & 8 Ave,40.76227205,-73.98788205,116,W 17 St & 8 Ave,40.74177603,-74.00149746,42023,Subscriber,1972,1,99
862,07:59.4,22:22.1,116,W 17 St & 8 Ave,40.74177603,-74.00149746,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,42023,Subscriber,1986,1,100
547,23:02.5,32:10.5,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3552,W 113 St & Broadway,40.805973,-73.964928,42023,Subscriber,1958,1,101
1967,36:18.3,09:05.4,3552,W 113 St & Broadway,40.805973,-73.964928,212,W 16 St & The High Line,40.74334935,-74.00681753,42023,Subscriber,1965,2,102
556,09:20.1,18:37.0,212,W 16 St & The High Line,40.74334935,-74.00681753,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,42023,Subscriber,1965,2,103
706,24:28.1,36:14.7,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,379,W 31 St & 7 Ave,40.749156,-73.9916,42023,Subscriber,1958,1,104
1298,49:18.9,10:57.6,379,W 31 St & 7 Ave,40.749156,-73.9916,3141,1 Ave & E 68 St,40.76500525,-73.95818491,42023,Subscriber,1956,1,105
579,17:53.3,27:32.4,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,42023,Subscriber,1984,1,106
1084,57:40.2,15:44.9,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,42023,Subscriber,1972,1,107
879,50:55.4,05:34.7,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,422,W 59 St & 10 Ave,40.770513,-73.988038,42023,Customer,1974,1,108
467,26:41.0,34:28.6,422,W 59 St & 10 Ave,40.770513,-73.988038,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,42023,Subscriber,1946,1,109
580,41:59.7,51:40.3,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,492,W 33 St & 7 Ave,40.75019995,-73.99093085,42023,Subscriber,1957,1,110
1367,45:15.8,08:03.7,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,42023,Customer,1990,1,111
266,12:08.9,16:35.8,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,368,Carmine St & 6 Ave,40.73038599,-74.00214988,42023,Subscriber,1976,1,112
313,27:54.9,33:08.0,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,42023,Subscriber,1960,2,113
155,06:03.3,08:38.7,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,435,W 21 St & 6 Ave,40.74173969,-73.99415556,42023,Subscriber,1994,2,114
962,11:09.2,27:12.1,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3744,1 Ave & E 5 St,40.725864,-73.986389,42023,Subscriber,1988,2,115
681,52:09.4,03:30.7,3744,1 Ave & E 5 St,40.725864,-73.986389,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,42023,Subscriber,1990,2,116
822,55:40.9,09:23.4,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,42023,Subscriber,1992,2,117
168,25:03.2,27:51.7,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,385,E 55 St & 2 Ave,40.75797322,-73.96603308,42023,Subscriber,1971,1,118
292,11:20.5,16:13.2,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,42023,Subscriber,1983,1,119
442,06:32.9,13:55.1,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,545,E 23 St & 1 Ave,40.736502,-73.97809472,42023,Subscriber,1997,1,120
126,18:16.4,20:22.8,545,E 23 St & 1 Ave,40.736502,-73.97809472,461,E 20 St & 2 Ave,40.73587678,-73.98205027,42023,Subscriber,1965,1,121
243,20:40.6,24:44.2,461,E 20 St & 2 Ave,40.73587678,-73.98205027,326,E 11 St & 1 Ave,40.72953837,-73.98426726,42023,Subscriber,1990,1,122
480,29:19.6,37:19.8,326,E 11 St & 1 Ave,40.72953837,-73.98426726,402,Broadway & E 22 St,40.740343200000005,-73.98955109,42023,Subscriber,1989,1,123
536,12:32.0,21:28.8,402,Broadway & E 22 St,40.740343200000005,-73.98955109,267,Broadway & W 36 St,40.75097711,-73.98765428,42023,Subscriber,1954,2,124
861,21:53.4,36:15.3,267,Broadway & W 36 St,40.75097711,-73.98765428,3898,E 63 St & 3 Ave,40.763954,-73.9646,42023,Subscriber,1987,1,125
1035,40:49.0,58:04.9,3898,E 63 St & 3 Ave,40.763954,-73.9646,174,E 25 St & 1 Ave,40.7381765,-73.97738662,42023,Subscriber,2003,1,126
367,08:00.9,14:08.6,174,E 25 St & 1 Ave,40.7381765,-73.97738662,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,42023,Subscriber,1998,1,127
429,15:47.3,22:56.5,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,517,Pershing Square South,40.751581,-73.97791,42023,Subscriber,1981,1,128
787,04:06.4,17:14.3,517,Pershing Square South,40.751581,-73.97791,335,Washington Pl & Broadway,40.72903917,-73.99404649,42023,Subscriber,1981,1,129
448,52:52.7,00:21.5,335,Washington Pl & Broadway,40.72903917,-73.99404649,435,W 21 St & 6 Ave,40.74173969,-73.99415556,42023,Subscriber,1981,1,130
228,11:24.1,15:12.6,435,W 21 St & 6 Ave,40.74173969,-73.99415556,223,W 13 St & 7 Ave,40.73781509,-73.99994661,42023,Subscriber,1992,1,131
447,20:03.6,27:31.1,223,W 13 St & 7 Ave,40.73781509,-73.99994661,128,MacDougal St & Prince St,40.72710258,-74.00297088,42023,Subscriber,1985,2,132
491,29:34.9,37:46.4,128,MacDougal St & Prince St,40.72710258,-74.00297088,268,Howard St & Centre St,40.71910537,-73.99973337,42023,Subscriber,1949,1,133
414,15:43.3,22:37.6,268,Howard St & Centre St,40.71910537,-73.99973337,307,Canal St & Rutgers St,40.71427487,-73.98990025,42023,Subscriber,1992,2,134
978,38:35.5,54:54.1,307,Canal St & Rutgers St,40.71427487,-73.98990025,3708,W 13 St & 5 Ave,40.735445,-73.99431,42023,Subscriber,1960,2,135
426,00:53.4,08:00.0,3708,W 13 St & 5 Ave,40.735445,-73.99431,237,E 11 St & 2 Ave,40.73047309,-73.98672378,42023,Subscriber,1953,1,136
687,15:28.7,26:56.3,237,E 11 St & 2 Ave,40.73047309,-73.98672378,334,W 20 St & 7 Ave,40.74238787,-73.99726235,42023,Subscriber,1967,2,137
274,48:04.0,52:38.2,334,W 20 St & 7 Ave,40.74238787,-73.99726235,494,W 26 St & 8 Ave,40.74734825,-73.99723551,42023,Subscriber,1969,2,138
197,32:55.0,36:12.8,494,W 26 St & 8 Ave,40.74734825,-73.99723551,489,10 Ave & W 28 St,40.75066386,-74.00176802,42023,Subscriber,1986,2,139
1297,43:38.1,05:15.5,489,10 Ave & W 28 St,40.75066386,-74.00176802,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,42023,Subscriber,1981,2,140
1117,32:10.8,50:48.6,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,42023,Subscriber,1971,1,141
1568,04:31.5,30:40.0,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,42023,Subscriber,1994,1,142
919,57:37.0,12:56.5,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,42023,Subscriber,1983,2,143
439,25:06.9,32:26.0,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,3255,8 Ave & W 31 St,40.75058535,-73.99468482,42023,Subscriber,1994,1,144
1492,33:18.3,58:10.7,3255,8 Ave & W 31 St,40.75058535,-73.99468482,3141,1 Ave & E 68 St,40.76500525,-73.95818491,42023,Subscriber,1976,1,145
844,32:57.5,47:01.8,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,42023,Subscriber,1993,1,146
467,49:16.3,57:03.5,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,42023,Subscriber,1999,2,147
421,06:09.9,13:11.2,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,486,Broadway & W 29 St,40.7462009,-73.98855723,42023,Subscriber,1959,2,148
1909,14:03.2,45:53.0,486,Broadway & W 29 St,40.7462009,-73.98855723,293,Lafayette St & E 8 St,40.73020661,-73.99102628,42023,Subscriber,1974,1,149
241,23:58.2,28:00.1,293,Lafayette St & E 8 St,40.73020661,-73.99102628,432,E 7 St & Avenue A,40.72621788,-73.98379855,42023,Subscriber,1982,2,150
198,31:39.8,34:58.7,432,E 7 St & Avenue A,40.72621788,-73.98379855,394,E 9 St & Avenue C,40.72521311,-73.97768752,42023,Subscriber,1958,1,151
212,37:12.6,40:44.6,394,E 9 St & Avenue C,40.72521311,-73.97768752,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,42023,Subscriber,1987,0,152
1046,12:16.6,29:43.5,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,42023,Subscriber,1956,1,153
839,49:31.5,03:31.4,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,315,South St & Gouverneur Ln,40.70355377,-74.00670227,42023,Subscriber,1983,1,154
836,40:48.1,54:44.4,315,South St & Gouverneur Ln,40.70355377,-74.00670227,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,42023,Subscriber,1969,1,155
2479,59:10.5,40:29.7,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,3294,E 91 St & Park Ave,40.7835016,-73.955327,42023,Subscriber,1971,1,156
620,00:52.0,11:12.4,3294,E 91 St & Park Ave,40.7835016,-73.955327,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,42023,Subscriber,1966,2,157
1900,16:15.4,47:55.8,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,358,Christopher St & Greenwich St,40.73291553,-74.00711384,42023,Subscriber,1988,1,158
217,15:08.5,18:46.0,358,Christopher St & Greenwich St,40.73291553,-74.00711384,328,Watts St & Greenwich St,40.72405549,-74.00965965,42023,Subscriber,1991,1,159
154,07:02.9,09:37.6,328,Watts St & Greenwich St,40.72405549,-74.00965965,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,42023,Subscriber,1969,1,160
2645,22:52.1,06:57.3,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,3288,E 88 St & 1 Ave,40.778301,-73.9488134,42023,Subscriber,1980,2,161
1466,12:51.4,37:17.9,3288,E 88 St & 1 Ave,40.778301,-73.9488134,507,E 25 St & 2 Ave,40.73912601,-73.97973776,42023,Subscriber,1962,1,162
291,53:02.4,57:54.4,507,E 25 St & 2 Ave,40.73912601,-73.97973776,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,42023,Subscriber,1985,1,163
413,41:26.3,48:19.3,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,174,E 25 St & 1 Ave,40.7381765,-73.97738662,42023,Subscriber,1985,1,164
765,20:41.4,33:26.4,174,E 25 St & 1 Ave,40.7381765,-73.97738662,432,E 7 St & Avenue A,40.72621788,-73.98379855,42023,Subscriber,1985,1,165
600,42:21.1,52:21.9,432,E 7 St & Avenue A,40.72621788,-73.98379855,358,Christopher St & Greenwich St,40.73291553,-74.00711384,42023,Subscriber,1980,1,166
745,58:56.6,11:22.2,358,Christopher St & Greenwich St,40.73291553,-74.00711384,497,E 17 St & Broadway,40.73704984,-73.99009296,42023,Subscriber,1969,2,167
1614,15:39.5,42:33.7,497,E 17 St & Broadway,40.73704984,-73.99009296,285,Broadway & E 14 St,40.73454567,-73.99074142,42023,Subscriber,1982,1,168
173,51:25.2,54:18.3,285,Broadway & E 14 St,40.73454567,-73.99074142,326,E 11 St & 1 Ave,40.72953837,-73.98426726,42023,Subscriber,1996,0,169
959,23:57.3,39:57.1,326,E 11 St & 1 Ave,40.72953837,-73.98426726,326,E 11 St & 1 Ave,40.72953837,-73.98426726,42023,Subscriber,1983,1,170
585,52:21.3,02:06.9,326,E 11 St & 1 Ave,40.72953837,-73.98426726,403,E 2 St & 2 Ave,40.72502876,-73.99069656,42023,Subscriber,1963,1,171
477,40:53.8,48:51.6,403,E 2 St & 2 Ave,40.72502876,-73.99069656,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,42023,Customer,1969,0,172
926,27:10.1,42:36.5,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,490,8 Ave & W 33 St,40.751551,-73.993934,42023,Subscriber,1990,1,173
1462,53:30.3,17:52.4,448,W 37 St & 10 Ave,40.75660359,-73.9979009,513,W 56 St & 10 Ave,40.768254,-73.988639,42023,Subscriber,1996,1,174
1180,21:18.6,40:58.7,513,W 56 St & 10 Ave,40.768254,-73.988639,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,42023,Subscriber,1996,1,175
1253,57:05.8,17:59.2,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,42023,Subscriber,1985,2,176
578,32:02.0,41:40.9,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,402,Broadway & E 22 St,40.740343200000005,-73.98955109,42023,Subscriber,1991,2,177
330,55:06.1,00:36.6,402,Broadway & E 22 St,40.740343200000005,-73.98955109,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,42023,Subscriber,1985,2,178
206,33:15.5,36:42.5,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,528,2 Ave & E 31 St,40.74290902,-73.97706058,42023,Subscriber,1970,1,179
1831,38:11.7,08:43.0,528,2 Ave & E 31 St,40.74290902,-73.97706058,319,Fulton St & Broadway,40.711065999999995,-74.009447,42023,Subscriber,1967,1,180
96,14:45.6,16:22.5,319,Fulton St & Broadway,40.711065999999995,-74.009447,224,Spruce St & Nassau St,40.71146364,-74.00552427,42023,Subscriber,1999,1,181
453,37:03.6,44:37.3,224,Spruce St & Nassau St,40.71146364,-74.00552427,295,Pike St & E Broadway,40.71406667,-73.99293911,42023,Subscriber,1996,1,182
